gene1,gene2,score
PEX13,PEX11B,0.944
PEX13,PEX3,0.994
PEX13,PEX19,0.999
ABCD2,BCAP31,0.65
ABCD2,PEX3,0.695
ABCD2,PEX11B,0.735
ABCD2,PEX19,0.896
ABCD2,ABCD3,0.926
PEX3,ABCD3,0.942
PEX3,PEX11B,0.949
PEX3,PEX19,0.999
PEX19,ABCD3,0.991
PEX19,PEX11B,0.996
PEX11B,ABCD3,0.867
ABCD3,BCAP31,0.594
ABCD1,PEX5,0.614
ABCD1,PEX2,0.725
ABCD1,PEX14,0.75
ABCD1,PEX16,0.777
PEX16,ABCD2,0.686
PEX16,ABCD3,0.937
PEX16,PEX5,0.96
PEX16,PEX2,0.962
PEX16,PEX14,0.971
PEX16,PEX13,0.977
PEX16,PEX3,0.995
PEX16,PEX19,0.999
PEX13,PEX2,0.995
PEX13,PEX14,0.999
PEX13,PEX5,0.999
ABCD2,PEX5,0.427
ABCD2,PEX14,0.644
ABCD2,PEX2,0.655
PEX14,ABCD3,0.891
PEX14,PEX3,0.984
PEX14,PEX2,0.99
PEX14,PEX5,0.999
PEX14,PEX19,0.999
PEX2,ABCD3,0.921
PEX2,PEX3,0.979
PEX2,PEX19,0.989
PEX2,PEX5,0.992
PEX3,PEX5,0.96
PEX19,PEX5,0.959
ABCD3,PEX5,0.906
ABCD3,RAD51,0.958
ACSBG1,ABCD4,0.829
SLC27A2,ABCD4,0.751
ABCD4,RAD51,0.854
ABCD4,LMBRD1,0.99
ABCG8,CYP7A1,0.884
ABCG8,NR1H2,0.886
ABCG8,NPC1L1,0.894
ABCG8,XPR1,0.902
ABCG8,NR1H3,0.903
ABCG8,SREBF2,0.914
NPC1L1,NR1H3,0.497
NPC1L1,XPR1,0.581
NPC1L1,SREBF2,0.838
NPC1L1,ABCG5,0.906
NPC1L1,CYP7A1,0.94
CYP7A1,NR1H2,0.714
CYP7A1,SREBF2,0.838
CYP7A1,NR1H3,0.879
CYP7A1,XPR1,0.884
CYP7A1,ABCG5,0.91
SREBF2,ABCG5,0.921
XPR1,ABCG5,0.919
ABCG5,NR1H2,0.898
ABCG5,NR1H3,0.912
FAAH,ABHD16A,0.41
FAAH,ABHD4,0.72
FAAH,ABHD12,0.831
FAAH,GPR55,0.848
FAAH,DAGLB,0.848
FAAH,NAAA,0.85
FAAH,ABHD6,0.881
FAAH,DAGLA,0.898
FAAH,NAPEPLD,0.931
FAAH,MGLL,0.974
DAGLA,NAAA,0.636
DAGLA,GPR55,0.7
DAGLA,ABHD4,0.714
DAGLA,ABHD12,0.791
DAGLA,ABHD6,0.831
DAGLA,MGLL,0.887
DAGLA,NAPEPLD,0.894
DAGLA,DAGLB,0.915
MGLL,ABHD4,0.747
MGLL,GPR55,0.776
MGLL,NAAA,0.78
MGLL,DAGLB,0.829
MGLL,ABHD12,0.839
MGLL,ABHD6,0.904
MGLL,NAPEPLD,0.92
NAAA,ABHD12,0.62
NAAA,ABHD6,0.642
NAAA,DAGLB,0.645
NAAA,GPR55,0.66
NAAA,ABHD4,0.661
NAAA,NAPEPLD,0.816
ABHD6,ABHD16A,0.69
ABHD6,GPR55,0.717
ABHD6,ABHD4,0.742
ABHD6,DAGLB,0.812
ABHD6,NAPEPLD,0.821
ABHD6,ABHD12,0.949
DAGLB,GPR55,0.621
DAGLB,ABHD4,0.677
DAGLB,ABHD12,0.746
DAGLB,NAPEPLD,0.89
ABHD12,GPR55,0.676
ABHD12,ABHD4,0.754
ABHD12,NAPEPLD,0.803
ABHD12,ABHD16A,0.855
ABHD16A,ABHD4,0.545
NAPEPLD,GPR55,0.801
NAPEPLD,ABHD4,0.853
ABHD4,GPR55,0.545
ATP5MC3,ABHD16A,0.69
RNF5,ABHD16A,0.772
ZBTB12,LTA,0.459
ZBTB12,PRRC2A,0.493
ZBTB12,ABHD16A,0.829
PRRC2A,ABHD16A,0.755
LST1,DDX39B,0.697
LST1,LTA,0.76
LST1,ABHD16A,0.762
ABHD16A,DDX39B,0.679
ABHD16A,LTA,0.692
ABHD16A,HM13,0.711
LTA,DDX39B,0.428
PNPLA3,PLIN5,0.502
PNPLA3,PLIN2,0.527
PNPLA3,PLIN1,0.551
PNPLA3,LIPE,0.883
PNPLA3,ABHD5,0.896
PNPLA3,PNPLA2,0.919
LIPE,PNPLA4,0.803
LIPE,PLIN5,0.859
LIPE,PLIN2,0.88
LIPE,ABHD5,0.919
LIPE,PNPLA2,0.971
LIPE,PLIN1,0.999
PLIN2,PNPLA2,0.854
PLIN2,ABHD5,0.898
PLIN1,PLIN5,0.599
PLIN1,PNPLA2,0.945
PLIN1,ABHD5,0.999
ALOXE3,ABHD5,0.866
PNPLA2,PLIN5,0.984
PNPLA2,ABHD5,0.999
PNPLA4,ABHD5,0.824
PLIN5,ABHD5,0.946
PNPLA1,ABHD5,0.849
ABHD5,ALOX12B,0.859
CBL,ATM,0.423
CBL,STAT5B,0.429
CBL,RIN1,0.478
CBL,ABI1,0.697
CBL,BCR,0.971
CBL,SHC1,0.996
CBL,ABL1,0.996
CBL,GRB2,0.999
CBL,CRKL,0.999
CBL,CRK,0.999
ATM,SHC1,0.407
ATM,STAT5B,0.419
ATM,ABL1,0.988
STAT5B,CRK,0.489
STAT5B,SHC1,0.666
STAT5B,GRB2,0.852
STAT5B,BCR,0.936
STAT5B,CRKL,0.983
STAT5B,ABL1,0.983
CRK,RIN1,0.459
CRK,ABI1,0.726
CRK,BCR,0.945
CRK,SHC1,0.966
CRK,CRKL,0.979
CRK,GRB2,0.98
CRK,ABL1,0.999
BCR,SHC1,0.925
BCR,CRKL,0.975
BCR,GRB2,0.994
BCR,ABL1,0.996
RIN1,ABL1,0.997
CRKL,ABI1,0.653
CRKL,GRB2,0.921
CRKL,SHC1,0.936
CRKL,ABL1,0.998
ABL1,SHC1,0.991
ABL1,ABI1,0.998
ABL1,GRB2,0.999
ABI1,SHC1,0.522
ABI1,GRB2,0.73
GRB2,SHC1,0.999
ACSS2,SREBF1,0.595
ACSS2,FASN,0.77
ACSS2,MLYCD,0.863
ACSS2,ACLY,0.865
ACSS2,ACACB,0.96
ACSS2,ACAT1,0.96
ACSS2,ACACA,0.97
MLYCD,ACLY,0.527
MLYCD,SREBF1,0.649
MLYCD,MCAT,0.857
MLYCD,FASN,0.899
MLYCD,PRKAA1,0.912
MLYCD,ACAT1,0.931
MLYCD,ACACB,0.956
MLYCD,ACACA,0.966
ACAT1,FASN,0.481
ACAT1,ACLY,0.915
ACAT1,ACACB,0.953
ACAT1,ACACA,0.962
MCAT,ACLY,0.473
MCAT,ACACB,0.969
MCAT,ACACA,0.975
MCAT,FASN,0.982
FASN,PRKAA1,0.406
FASN,SREBF1,0.983
FASN,ACACB,0.993
FASN,ACLY,0.994
FASN,ACACA,0.998
ACACB,BRCA1,0.41
ACACB,SREBF1,0.939
ACACB,PRKAA1,0.943
ACACB,ACACA,0.966
ACACB,ACLY,0.97
PRKAA1,SREBF1,0.46
PRKAA1,ACACA,0.981
SREBF1,ACLY,0.795
SREBF1,ACACA,0.981
BRCA1,ACACA,0.995
ACLY,ACACA,0.986
EHHADH,ETFA,0.609
EHHADH,ETFB,0.651
EHHADH,DBT,0.837
EHHADH,HADHA,0.944
EHHADH,ACAD8,0.96
EHHADH,ECI2,0.972
EHHADH,ECHS1,0.98
EHHADH,ACADSB,0.982
EHHADH,ACADS,0.984
EHHADH,ACAA2,0.995
ACADS,ETFA,0.914
ACADS,ETFB,0.924
ACADS,ECI2,0.928
ACADS,ACAD8,0.939
ACADS,DBT,0.942
ACADS,ACADSB,0.948
ACADS,ACAA2,0.982
ACADS,HADHA,0.992
ACADS,ECHS1,0.994
ACAD8,ACAA2,0.79
ACAD8,ETFB,0.818
ACAD8,ECI2,0.864
ACAD8,ETFA,0.902
ACAD8,DBT,0.944
ACAD8,ACADSB,0.955
ACAD8,HADHA,0.961
ACAD8,ECHS1,0.962
ACAA2,ETFB,0.738
ACAA2,ETFA,0.858
ACAA2,DBT,0.865
ACAA2,ECHS1,0.975
ACAA2,ACADSB,0.975
ACAA2,ECI2,0.987
ACAA2,HADHA,0.998
ETFB,ECI2,0.616
ETFB,HADHA,0.79
ETFB,ACADSB,0.805
ETFB,ECHS1,0.855
ETFB,ETFA,0.999
ECHS1,ECI2,0.642
ECHS1,DBT,0.711
ECHS1,ETFA,0.851
ECHS1,HADHA,0.977
ECHS1,ACADSB,0.993
ACADSB,ETFA,0.846
ACADSB,ECI2,0.917
ACADSB,DBT,0.951
ACADSB,HADHA,0.987
DBT,ETFA,0.511
ECI2,ETFA,0.677
ECI2,HADHA,0.687
HADHA,ETFA,0.819
NDUFS7,TMEM126B,0.719
NDUFS7,ECSIT,0.922
NDUFS7,NDUFAF1,0.996
NDUFS7,TIMMDC1,0.997
NDUFS7,ACAD9,0.998
NDUFS7,MT-ND6,0.998
NDUFS7,NDUFA13,0.999
NDUFS7,NDUFS2,0.999
NDUFS7,NDUFAF3,0.999
NDUFS7,NDUFS3,0.999
NDUFAF1,MT-ND6,0.899
NDUFAF1,NDUFS2,0.989
NDUFAF1,TMEM126B,0.999
NDUFAF1,NDUFA13,0.999
NDUFAF1,ACAD9,0.999
NDUFAF1,ECSIT,0.999
NDUFAF1,NDUFAF3,0.999
NDUFAF1,NDUFS3,0.999
NDUFAF1,TIMMDC1,0.999
NDUFS3,TIMMDC1,0.882
NDUFS3,TMEM126B,0.893
NDUFS3,ECSIT,0.998
NDUFS3,ACAD9,0.998
NDUFS3,NDUFAF3,0.999
NDUFS3,NDUFS2,0.999
NDUFS3,NDUFA13,0.999
NDUFS3,MT-ND6,0.999
ECSIT,MT-ND6,0.623
ECSIT,NDUFA13,0.998
ECSIT,NDUFAF3,0.998
ECSIT,NDUFS2,0.998
ECSIT,TMEM126B,0.999
ECSIT,ACAD9,0.999
ECSIT,TIMMDC1,0.999
ACAD9,MT-ND6,0.997
ACAD9,NDUFA13,0.997
ACAD9,NDUFAF3,0.998
ACAD9,NDUFS2,0.998
ACAD9,TMEM126B,0.999
ACAD9,TIMMDC1,0.999
NDUFAF3,TMEM126B,0.906
NDUFAF3,NDUFS2,0.999
NDUFAF3,TIMMDC1,0.999
NDUFAF3,MT-ND6,0.999
NDUFAF3,NDUFA13,0.999
TMEM126B,MT-ND6,0.649
TMEM126B,NDUFS2,0.717
TMEM126B,NDUFA13,0.997
TMEM126B,TIMMDC1,0.999
MT-ND6,TIMMDC1,0.594
MT-ND6,NDUFA13,0.993
MT-ND6,NDUFS2,0.995
NDUFS2,TIMMDC1,0.998
NDUFS2,NDUFA13,0.999
TIMMDC1,NDUFA13,0.999
ACAA2,PPARA,0.495
ACAA2,CPT2,0.822
ACAA2,ACADM,0.937
ACAA2,HADH,0.958
ACAA2,HADHB,0.961
HADHB,PPARA,0.531
HADHB,ETFB,0.696
HADHB,CPT2,0.808
HADHB,ETFA,0.829
HADHB,ACADM,0.886
HADHB,ECI2,0.989
HADHB,ECHS1,0.994
HADHB,HADH,0.994
HADHB,HADHA,0.999
ETFB,CPT2,0.517
ETFB,HADH,0.787
ETFB,ACADM,0.991
ECHS1,PPARA,0.678
ECHS1,CPT2,0.689
ECHS1,ACADM,0.863
ECHS1,HADH,0.999
ACADM,CPT2,0.853
ACADM,PPARA,0.855
ACADM,HADH,0.911
ACADM,ECI2,0.916
ACADM,HADHA,0.934
ACADM,ETFA,0.995
CPT2,ECI2,0.518
CPT2,ETFA,0.522
CPT2,HADH,0.703
CPT2,HADHA,0.841
CPT2,PPARA,0.859
ECI2,HADH,0.85
HADHA,PPARA,0.512
HADHA,HADH,0.696
PPARA,HADH,0.529
ETFA,HADH,0.791
EHHADH,ACSM3,0.752
EHHADH,PCCB,0.914
EHHADH,ECHDC1,0.923
EHHADH,ACAT1,0.978
EHHADH,ACAA1,0.998
EHHADH,HADHB,0.999
ACADS,ACSM3,0.961
ACADS,PCCB,0.962
ACADS,ACAT1,0.967
ACADS,ECHDC1,0.982
ACADS,HADHB,0.985
ACADS,ACAA1,0.992
ACAT1,ACSM3,0.545
ACAT1,PCCB,0.669
ACAT1,ECHDC1,0.712
ACAT1,ECHS1,0.85
ACAT1,HADHB,0.944
ACAT1,ACAA1,0.946
ACAT1,ACAA2,0.963
ACAT1,HADHA,0.994
ACAA2,ACSM3,0.533
ACAA2,ACAA1,0.935
ACAA2,ECHDC1,0.957
ACAA2,PCCB,0.962
ACSM3,ECHDC1,0.473
ACSM3,ACAA1,0.481
ACSM3,ECHS1,0.527
ACSM3,HADHA,0.549
ACSM3,HADHB,0.561
HADHB,ECHDC1,0.939
HADHB,ACAA1,0.952
HADHB,PCCB,0.966
ACAA1,ECHDC1,0.954
ACAA1,PCCB,0.955
ACAA1,ECHS1,0.977
ACAA1,HADHA,0.997
ECHS1,PCCB,0.731
HADHA,ECHDC1,0.643
HADHA,PCCB,0.71
PCCB,ECHDC1,0.948
EHHADH,ACAT2,0.98
ACAT1,ACAD8,0.525
ACAT1,ACAT2,0.95
ACAT1,ACADSB,0.968
ACAD8,ACAT2,0.566
ACAD8,ACAA1,0.57
ACAD8,HADHB,0.704
ACAA2,ACAT2,0.922
HADHB,DBT,0.843
HADHB,ACAT2,0.93
HADHB,ACADSB,0.986
ACAA1,DBT,0.848
ACAA1,ACAT2,0.923
ACAA1,ACADSB,0.991
ACAT2,ECHS1,0.831
ACAT2,ACADSB,0.962
ACAT2,HADHA,0.974
EHHADH,CPT2,0.679
EHHADH,ACADVL,0.977
EHHADH,ACADL,0.977
EHHADH,ACOX3,0.993
EHHADH,ACOX1,0.998
ACADL,ACADVL,0.951
ACADL,ACOX3,0.961
ACADL,ACOX1,0.972
ACADL,ECHS1,0.976
ACADL,ACAA2,0.979
ACADL,ACAA1,0.979
ACADL,CPT2,0.982
ACADL,HADHA,0.992
ACADL,HADHB,0.994
ACAA2,ACADVL,0.983
ACAA2,ACOX3,0.986
ACAA2,ACOX1,0.989
ACOX1,ACOX3,0.938
ACOX1,ACADVL,0.971
ACOX1,HADHA,0.98
ACOX1,CPT2,0.982
ACOX1,HADHB,0.996
ACOX1,ECHS1,0.996
ACOX1,ACAA1,0.998
HADHB,ACADVL,0.988
HADHB,ACOX3,0.99
ACAA1,CPT2,0.748
ACAA1,ACADVL,0.979
ACAA1,ACOX3,0.995
ACOX3,ACADVL,0.934
ACOX3,CPT2,0.961
ACOX3,HADHA,0.969
ACOX3,ECHS1,0.99
ECHS1,ACADVL,0.981
CPT2,ACADVL,0.995
HADHA,ACADVL,0.995
DCN,HAPLN1,0.444
DCN,ADAMTS5,0.538
DCN,ADAMTS4,0.547
DCN,NCAN,0.645
DCN,BCAN,0.754
DCN,COMP,0.83
DCN,ACAN,0.962
DCN,VCAN,0.981
DCN,FN1,0.996
COMP,ADAMTS5,0.559
COMP,ADAMTS4,0.599
COMP,HAPLN1,0.707
COMP,FN1,0.958
COMP,ACAN,0.98
NCAN,BCAN,0.955
NCAN,VCAN,0.967
NCAN,ACAN,0.97
NCAN,PTPRZ1,0.976
VCAN,HAPLN1,0.446
VCAN,ADAMTS5,0.527
VCAN,ADAMTS4,0.57
VCAN,FN1,0.866
VCAN,PTPRZ1,0.955
VCAN,BCAN,0.976
VCAN,ACAN,0.988
HAPLN1,ADAMTS4,0.401
HAPLN1,PTPRZ1,0.435
HAPLN1,BCAN,0.46
HAPLN1,ACAN,0.981
ADAMTS5,FN1,0.442
ADAMTS5,BCAN,0.913
ADAMTS5,ACAN,0.972
BCAN,FN1,0.673
BCAN,ADAMTS4,0.913
BCAN,ACAN,0.989
BCAN,PTPRZ1,0.99
FN1,PTPRZ1,0.404
FN1,ADAMTS4,0.8
FN1,ACAN,0.994
ADAMTS4,ACAN,0.981
PTPRZ1,ACAN,0.99
OXCT1,ACOX1,0.45
OXCT1,ECI2,0.479
OXCT1,HADHA,0.661
OXCT1,CS,0.699
OXCT1,EHHADH,0.951
OXCT1,HMGCS1,0.956
OXCT1,OXCT2,0.961
OXCT1,HMGCS2,0.968
OXCT1,HMGCL,0.979
OXCT1,ACAT1,0.986
EHHADH,HMGCL,0.695
EHHADH,CS,0.712
EHHADH,OXCT2,0.94
EHHADH,HMGCS1,0.959
EHHADH,HMGCS2,0.972
ACAT1,ACOX1,0.968
ACAT1,HMGCL,0.972
ACAT1,CS,0.977
ACAT1,ECI2,0.979
ACAT1,OXCT2,0.983
ACAT1,HMGCS1,0.997
ACAT1,HMGCS2,0.997
ACOX1,OXCT2,0.411
ACOX1,HMGCS1,0.521
ACOX1,CS,0.626
ACOX1,HMGCS2,0.655
ACOX1,HMGCL,0.762
ACOX1,ECI2,0.967
HMGCS1,ECI2,0.487
HMGCS1,HADHA,0.556
HMGCS1,CS,0.895
HMGCS1,HMGCS2,0.917
HMGCS1,OXCT2,0.946
HMGCS1,HMGCL,0.987
CS,ECI2,0.512
CS,OXCT2,0.561
CS,HADHA,0.652
CS,HMGCS2,0.873
CS,HMGCL,0.916
HMGCS2,ECI2,0.55
HMGCS2,HADHA,0.645
HMGCS2,OXCT2,0.954
HMGCS2,HMGCL,0.99
OXCT2,ECI2,0.432
OXCT2,HADHA,0.528
OXCT2,HMGCL,0.972
HMGCL,ECI2,0.615
HMGCL,HADHA,0.738
ABCD1,PXMP2,0.723
ABCD1,ACBD5,0.771
PEX16,VAPA,0.507
PEX16,PXMP2,0.806
PEX16,ACBD5,0.864
PEX16,PEX11B,0.949
PEX13,PXMP2,0.761
PEX13,ACBD5,0.77
PXMP2,PEX14,0.661
PXMP2,ABCD3,0.727
PXMP2,PEX3,0.732
PXMP2,ACBD5,0.758
PXMP2,PEX11B,0.84
VAPA,VAPB,0.964
VAPA,ACBD5,0.995
PEX14,ACBD5,0.778
PEX14,PEX11B,0.921
PEX3,ACBD5,0.81
PEX11B,ACBD5,0.802
ABCD3,ACBD5,0.771
ACBD5,VAPB,0.997
ASPHD2,ACBD6,0.531
ASPHD2,TMEM53,0.576
ACAD8,ACAD9,0.403
ACAD8,ACBD6,0.522
TMEM184C,ACBD6,0.565
ACAD9,ACBD6,0.528
NTPCR,TMEM53,0.443
NTPCR,ACBD6,0.613
ACBD3,ACBD6,0.62
TMEM53,ACBD6,0.552
NMT2,ACBD6,0.917
ZNF23,ACBD6,0.673
NMT1,ACBD6,0.822
STN1,TERT,0.828
STN1,TERF2IP,0.839
STN1,TERF2,0.844
STN1,POT1,0.876
STN1,TINF2,0.895
STN1,TERF1,0.919
STN1,ACD,0.927
STN1,TEN1,0.999
STN1,CTC1,0.999
TERF2,TEN1,0.798
TERF2,CTC1,0.861
TERF2,TERT,0.869
TERF2,TERF1,0.998
TERF2,POT1,0.999
TERF2,TERF2IP,0.999
TERF2,ACD,0.999
TERF2,TINF2,0.999
TINF2,TEN1,0.818
TINF2,TERT,0.966
TINF2,CTC1,0.972
TINF2,TERF1,0.999
TINF2,POT1,0.999
TINF2,ACD,0.999
TINF2,TERF2IP,0.999
TERF1,TEN1,0.803
TERF1,CTC1,0.946
TERF1,TERT,0.973
TERF1,ACD,0.999
TERF1,TERF2IP,0.999
TERF1,POT1,0.999
TERF2IP,TEN1,0.782
TERF2IP,TERT,0.811
TERF2IP,CTC1,0.829
TERF2IP,POT1,0.999
TERF2IP,ACD,0.999
TERT,TEN1,0.558
TERT,H2AC13,0.806
TERT,CTC1,0.871
TERT,ACD,0.982
TERT,POT1,0.99
POT1,TEN1,0.792
POT1,H2AC13,0.8
POT1,CTC1,0.939
POT1,ACD,0.999
H2AC13,ACD,0.8
TEN1,ACD,0.813
TEN1,CTC1,0.999
ACD,CTC1,0.906
REN,BDKRB2,0.507
REN,MMEL1,0.793
REN,ALB,0.83
REN,AGTR2,0.935
REN,NR3C2,0.944
REN,KNG1,0.95
REN,ACE2,0.96
REN,AGTR1,0.969
REN,ACE,0.987
REN,AGT,0.999
ACE,MMEL1,0.889
ACE,NR3C2,0.891
ACE,ALB,0.912
ACE,BDKRB2,0.917
ACE,AGTR2,0.948
ACE,ACE2,0.956
ACE,AGTR1,0.974
ACE,KNG1,0.995
ACE,AGT,0.999
ALB,BDKRB2,0.535
ALB,AGTR2,0.537
ALB,NR3C2,0.564
ALB,AGTR1,0.665
ALB,ACE2,0.862
ALB,AGT,0.868
ALB,KNG1,0.962
NR3C2,AGTR2,0.536
NR3C2,ACE2,0.59
NR3C2,AGTR1,0.664
NR3C2,MMEL1,0.841
NR3C2,AGT,0.945
AGT,MMEL1,0.766
AGT,BDKRB2,0.989
AGT,KNG1,0.992
AGT,AGTR2,0.999
AGT,AGTR1,0.999
AGT,ACE2,0.999
AGTR2,BDKRB2,0.732
AGTR2,KNG1,0.887
AGTR2,ACE2,0.954
AGTR2,AGTR1,0.982
MMEL1,AGTR1,0.598
MMEL1,ACE2,0.659
MMEL1,KNG1,0.679
ACE2,BDKRB2,0.485
ACE2,KNG1,0.948
ACE2,AGTR1,0.996
AGTR1,KNG1,0.968
AGTR1,BDKRB2,0.975
BDKRB2,KNG1,0.999
CERS4,CERS3,0.911
CERS4,CERS6,0.928
CERS4,CERS5,0.935
CERS4,CERS2,0.94
CERS4,ACER3,0.955
CERS4,SPHK2,0.957
CERS4,SPHK1,0.961
CERS4,ASAH2,0.962
CERS4,ASAH1,0.964
CERS4,DEGS1,0.97
CERS2,CERS3,0.906
CERS2,CERS5,0.94
CERS2,CERS6,0.946
CERS2,ACER3,0.961
CERS2,ASAH2,0.961
CERS2,SPHK1,0.962
CERS2,SPHK2,0.962
CERS2,DEGS1,0.974
CERS2,ASAH1,0.975
CERS3,CERS5,0.927
CERS3,CERS6,0.927
CERS3,SPHK1,0.95
CERS3,SPHK2,0.95
CERS3,ASAH2,0.952
CERS3,ACER3,0.957
CERS3,ASAH1,0.96
CERS3,DEGS1,0.965
SPHK1,SPHK2,0.937
SPHK1,DEGS1,0.96
SPHK1,CERS5,0.962
SPHK1,ACER3,0.965
SPHK1,CERS6,0.966
SPHK1,ASAH2,0.978
SPHK1,ASAH1,0.98
DEGS1,ASAH2,0.948
DEGS1,ACER3,0.951
DEGS1,ASAH1,0.959
DEGS1,SPHK2,0.96
DEGS1,CERS5,0.971
DEGS1,CERS6,0.977
CERS5,CERS6,0.937
CERS5,ACER3,0.955
CERS5,SPHK2,0.956
CERS5,ASAH2,0.961
CERS5,ASAH1,0.963
ASAH1,CERS6,0.973
ASAH1,ACER3,0.975
ASAH1,SPHK2,0.978
ASAH1,ASAH2,0.993
CERS6,SPHK2,0.963
CERS6,ACER3,0.963
CERS6,ASAH2,0.965
ASAH2,SPHK2,0.978
ASAH2,ACER3,0.981
ACER3,SPHK2,0.963
CHKA,CHKB,0.905
CHKA,PHOSPHO1,0.91
CHKA,ACHE,0.912
CHKA,CHAT,0.918
CHKA,GPCPD1,0.953
APP,MAOB,0.589
APP,CHAT,0.619
APP,HSPG2,0.841
APP,ACHE,0.937
ACHE,DOK7,0.867
ACHE,HSPG2,0.895
ACHE,PHOSPHO1,0.904
ACHE,CHKB,0.909
ACHE,MAOB,0.91
ACHE,GPCPD1,0.916
ACHE,CHAT,0.933
ACHE,COLQ,0.989
CHAT,COLQ,0.419
CHAT,DOK7,0.451
CHAT,MAOB,0.461
CHAT,PHOSPHO1,0.903
CHAT,CHKB,0.911
CHAT,GPCPD1,0.924
DOK7,COLQ,0.942
HSPG2,COLQ,0.871
GPCPD1,PHOSPHO1,0.909
GPCPD1,CHKB,0.932
CHKB,PHOSPHO1,0.92
CCL2,CXCL5,0.891
CCL2,CXCL1,0.98
CCL2,ACKR1,0.994
CCL2,CCL5,0.999
CCL2,CXCL8,0.999
CD82,ACKR1,0.973
NECTIN2,TNFRSF14,0.822
NECTIN2,NECTIN1,0.956
NECTIN2,ACKR1,0.986
NECTIN1,TNFRSF14,0.887
NECTIN1,ACKR1,0.994
CXCL5,ACKR1,0.897
CXCL5,CCL5,0.924
CXCL5,CXCL8,0.951
CXCL5,CXCL1,0.999
CXCL8,CXCL1,0.957
CXCL8,CCL5,0.98
CXCL8,ACKR1,0.999
TNFRSF14,ACKR1,0.998
TNFRSF14,TNFSF14,0.999
ACKR1,TNFSF14,0.884
ACKR1,CCL5,0.993
ACKR1,CXCL1,0.993
CXCL1,CCL5,0.958
CCL21,ACKR3,0.904
CCL21,CXCL12,0.999
CCL21,CXCR4,0.999
CCL21,CXCL11,0.999
CCL21,CXCL10,0.999
ACKR3,ATP5F1A,0.828
ACKR3,CXCL10,0.863
ACKR3,ADM,0.873
ACKR3,ARRB1,0.883
ACKR3,IGHV3-16,0.9
ACKR3,ARRB2,0.967
ACKR3,CXCR4,0.996
ACKR3,CXCL11,0.998
ACKR3,CXCL12,0.999
CXCL10,CXCR4,0.997
CXCL10,CXCL12,0.999
CXCL10,CXCL11,0.999
CXCL11,ARRB1,0.445
CXCL11,ARRB2,0.457
CXCL11,CXCR4,0.994
CXCL11,CXCL12,0.999
CXCL12,ARRB1,0.597
CXCL12,ARRB2,0.605
CXCL12,IGHV3-16,0.9
CXCL12,CXCR4,0.999
CXCR4,ARRB1,0.973
CXCR4,ARRB2,0.975
ARRB2,ARRB1,0.986
ARRB1,IGHV3-16,0.9
ADM,IGHV3-16,0.8
ACO2,SOD2,0.968
ACO2,SDHA,0.975
ACO2,FXN,0.982
ACO2,ACLY,0.985
ACO2,IDH3G,0.994
ACO2,IDH3B,0.996
ACO2,IDH2,0.998
ACO2,IDH3A,0.998
ACO2,IDH1,0.998
ACO2,CS,0.999
IDH3G,ACLY,0.524
IDH3G,FXN,0.646
IDH3G,SDHA,0.726
IDH3G,CS,0.874
IDH3G,IDH1,0.996
IDH3G,IDH2,0.998
IDH3G,IDH3A,0.999
IDH3G,IDH3B,0.999
SDHA,SOD2,0.602
SDHA,FXN,0.8
SDHA,IDH3A,0.819
SDHA,IDH3B,0.824
SDHA,IDH1,0.852
SDHA,IDH2,0.869
SDHA,ACLY,0.964
SDHA,CS,0.984
IDH3A,ACLY,0.564
IDH3A,CS,0.925
IDH3A,IDH1,0.987
IDH3A,IDH2,0.997
IDH3A,IDH3B,0.999
IDH2,SOD2,0.794
IDH2,ACLY,0.9
IDH2,IDH1,0.961
IDH2,CS,0.994
IDH2,IDH3B,0.997
CS,SOD2,0.713
CS,FXN,0.721
CS,IDH3B,0.832
CS,IDH1,0.993
CS,ACLY,0.998
IDH1,SOD2,0.494
IDH1,ACLY,0.935
IDH1,IDH3B,0.988
FXN,SOD2,0.696
SOD2,ACLY,0.4
ACLY,IDH3B,0.535
EHHADH,SCP2,0.952
EHHADH,HSD17B4,0.988
ACADL,HSD17B4,0.553
ACADL,SCP2,0.705
ACAA2,HSD17B4,0.664
ACAA2,SCP2,0.742
ACOX1,SCP2,0.984
ACOX1,HSD17B4,0.998
HADHB,SCP2,0.793
HADHB,HSD17B4,0.93
ACAA1,SCP2,0.982
ACAA1,HSD17B4,0.999
ECHS1,SCP2,0.898
ECHS1,HSD17B4,0.923
CPT2,SCP2,0.632
CPT2,HSD17B4,0.89
SCP2,HADHA,0.85
SCP2,HSD17B4,0.986
HADHA,HSD17B4,0.729
EHHADH,AMACR,0.646
EHHADH,HSDL2,0.83
EHHADH,PEX5,0.912
EHHADH,ACOX2,0.919
ACOX1,AMACR,0.81
ACOX1,HSDL2,0.858
ACOX1,ACOX2,0.911
ACOX1,PEX5,0.969
ACOX2,HSDL2,0.829
ACOX2,PEX5,0.903
ACOX2,SCP2,0.913
ACOX2,ECI2,0.938
ACOX2,ACOX3,0.943
ACOX2,ACAA1,0.949
ACOX2,AMACR,0.975
ACOX2,HSD17B4,0.992
ACAA1,AMACR,0.628
ACAA1,HSDL2,0.916
ACAA1,PEX5,0.951
ACAA1,ECI2,0.987
ACOX3,AMACR,0.729
ACOX3,HSDL2,0.818
ACOX3,ECI2,0.909
ACOX3,PEX5,0.94
ACOX3,SCP2,0.978
